provider_id,name,street_address,city,state,zip_code,hrr,hospice_beneficiaries,total_days,total_medicare_payment_amount,total_medicare_standard_payment_amount,total_charge_amount,percent_routine_home_care_days,physician_services,home_health_visit_hours_per_day,skilled_nursing_visit_hours_per_day,social_service_visit_hours_per_day,total_live_discharges,hospice_beneficiaries_with_seven_or_fewer_hospice_care_days,hospice_beneficiaries_with_more_than_sixty_hospice_care_days,hospice_beneficiaries_with_more_than_one_hundred_eighty_hospice_care_days,home_health_visit_hours_per_day_during_week_prior_to_death,skilled_nursing_visit_hours_per_day_during_week_prior_to_death,social_service_visit_hours_per_day_during_week_prior_to_death,average_age,male_hospice_beneficiaries,female_hospice_beneficiaries,white_hospice_beneficiaries,black_hospice_beneficiaries,asian_hospice_beneficiaries,hispanic_hospice_beneficiaries,other_unknown_race_hospice_beneficiaries,medicare_advantage_hospice_beneficiaries,medicaid_eligible_hospice_beneficiaries,hospice_beneficiaries_with_a_primary_diagnosis_of_cancer,hospice_beneficiaries_with_a_primary_diagnosis_of_dementia,hospice_beneficiaries_with_a_primary_diagnosis_of_stroke,hospice_beneficiaries_with_a_primary_diagnosis_of_circulatory_heart_disease,hospice_beneficiaries_with_a_primary_diagnosis_of_respiratory_disease,hospice_beneficiaries_with_other_primary_diagnoses,site_of_service_home_hospice_beneficiaries,site_of_service_assisted_living_facility_hospice_beneficiaries,site_of_service_long_term_care_or_non_skilled_nursing_facility_hospice_beneficiaries,site_of_service_skilled_nursing_facility_hospice_beneficiaries,site_of_service_inpatient_hospital_hospice_beneficiaries,site_of_service_inpatient_hospice_hospice_beneficiaries,site_of_service_other_facility_hospice_beneficiaries
111735,SHEPHERD CARE HOSPICE,1501 KALAMAZOO DRIVE,GRIFFIN,GA,30224,GA - Atlanta,34,3096,451061,480087,855699,100,0.0,0.908,0.159,0.024,,,16.0,,0.188,0.447,,77.8,11.0,23.0,27.0,,0.0,0.0,,15.0,,,,,13.0,,0.0,32.0,0.0,,0.0,0.0,,0.0
111737,LORNA HOSPICE,4751 BEST ROAD SUITE 150,COLLEGE PARK,GA,30337,GA - Atlanta,84,9209,1372721,1407916,3333911,100,0.0,0.463,0.104,0.019,28.0,,56.0,17.0,0.155,0.095,0.0,74.4,27.0,57.0,18.0,64.0,0.0,,,34.0,31.0,,29.0,,20.0,,13.0,81.0,0.0,0.0,,0.0,,0.0
191635,"ST JOSEPH HOSPICE AND PALLIATIVE CARE NORTHSHORE,","1121 SOUTH TYLER ST, UNIT 5, STE A",COVINGTON,LA,70433,LA - Metairie,135,8123,1327626,1421677,1962294,96,0.0,0.276,0.309,0.043,21.0,27.0,37.0,16.0,0.096,0.217,0.071,78.9,59.0,76.0,120.0,12.0,0.0,,,60.0,12.0,47.0,23.0,,22.0,18.0,16.0,130.0,,0.0,,0.0,,0.0
191663,"HARMONY HOSPICE, LLC","3621 RIDELAKE DRIVE, SUITE 200",METAIRIE,LA,70002,LA - Metairie,141,10180,1482224,1589486,1770084,99,0.0,0.264,0.212,0.038,,27.0,46.0,18.0,0.103,0.241,0.064,81.4,48.0,93.0,105.0,28.0,0.0,,,52.0,76.0,45.0,43.0,11.0,16.0,,,31.0,,36.0,69.0,0.0,,0.0
191525,"LAKESIDE HOSPICE, LLC",5105 W NAPOLEON AVE,METAIRIE,LA,70001,LA - Metairie,144,11334,1676877,1796707,2456468,99,0.0,0.254,0.173,0.019,11.0,28.0,48.0,24.0,0.116,0.297,0.039,78.4,64.0,80.0,99.0,36.0,0.0,,,71.0,29.0,59.0,29.0,,18.0,,,98.0,,32.0,0.0,0.0,,0.0
191570,SOUTHERNCARE BATON ROUGE,"17316 AIRLINE HWY, STE  P",PRAIRIEVILLE,LA,70769,LA - Baton Rouge,122,10973,1482643,1697450,2941726,100,,0.177,0.136,0.009,26.0,13.0,59.0,20.0,0.081,0.189,0.011,80.1,39.0,83.0,73.0,47.0,0.0,,,46.0,59.0,29.0,36.0,,20.0,,,64.0,,12.0,41.0,0.0,,0.0
371680,"CENTENNIAL HOSPICE, L L C","13861 QUAIL POINTE, SUITE A",OKLAHOMA CITY,OK,73134,OK - Oklahoma City,152,18688,2667200,2870760,3913117,100,0.0,0.315,0.226,0.015,15.0,20.0,81.0,46.0,0.136,0.327,0.033,86.5,45.0,107.0,146.0,,0.0,,,16.0,26.0,,79.0,,31.0,,20.0,14.0,28.0,108.0,,0.0,,0.0
381543,VANGE JOHN MEMORIAL HOSPICE,"1050 W ELM STREET, SUITE 220",HERMISTON,OR,97838,OR - Portland,94,3170,473002,486564,940581,100,0.0,0.085,0.343,0.074,13.0,23.0,15.0,,0.071,0.244,0.093,79.6,48.0,46.0,90.0,0.0,0.0,,,24.0,21.0,37.0,,,19.0,,,91.0,,0.0,0.0,0.0,,0.0
441547,UTMC HOME CARE SERVICES-HOSPICE,2270 SUTHERLAND AVE SUITE 101,KNOXVILLE,TN,37919,TN - Knoxville,604,41885,5546685,6432926,7953382,100,0.0,0.142,0.168,0.034,32.0,104.0,194.0,72.0,0.087,0.197,0.062,78.6,289.0,315.0,583.0,13.0,0.0,,,233.0,93.0,246.0,102.0,46.0,96.0,64.0,50.0,537.0,18.0,35.0,,0.0,,0.0
671643,PAX VILLA HOSPICE AND PALLIATIVE CARE,3325 W ALBERTA ROAD SUITE B,EDINBURG,TX,78539,TX - McAllen,180,16830,2452621,2716494,3682412,99,326.0,0.272,0.115,0.031,46.0,29.0,73.0,31.0,0.098,0.232,0.056,80.5,84.0,96.0,18.0,,0.0,161.0,,40.0,115.0,45.0,44.0,,27.0,16.0,40.0,150.0,,17.0,,0.0,,0.0
511521,HOSPICE OF POTOMAC VALLEY HOSPITAL,100 PIN OAK LANE,KEYSER,WV,26726,DC - Washington,51,4213,592077,647264,871605,100,0.0,0.238,0.487,0.028,,,,,0.125,0.472,0.017,81.1,20.0,31.0,48.0,,0.0,0.0,,11.0,,19.0,15.0,,,,,51.0,0.0,0.0,0.0,0.0,,0.0
421553,UNITED HOSPICE OF BEAUFORT,1605 NORTH STREET,BEAUFORT,SC,29902,GA - Savannah,147,10655,1501875,1676456,2205174,99,0.0,0.416,0.228,0.032,20.0,33.0,49.0,22.0,0.138,0.321,0.06,82.9,46.0,101.0,94.0,49.0,0.0,,,31.0,74.0,36.0,38.0,,27.0,16.0,20.0,57.0,,65.0,,11.0,,0.0
671545,TEXAS HOME HEALTH HOSPICE,2904 N FOURTH STREET SUITE 102,LONGVIEW,TX,75605,TX - Longview,187,18328,2595181,2858165,4882587,99,0.0,0.365,0.198,0.024,24.0,30.0,83.0,36.0,0.129,0.162,0.034,81.3,63.0,124.0,152.0,32.0,0.0,,,24.0,69.0,30.0,59.0,,48.0,23.0,19.0,88.0,15.0,,69.0,12.0,,0.0
251561,SOUTHERN CARE HATTIESBURG,4700 HARDY STREET SUITE Y,HATTIESBURG,MS,39402,MS - Hattiesburg,218,19160,2608456,3007064,6196083,99,,0.382,0.16,0.005,69.0,33.0,108.0,33.0,0.219,0.198,0.014,81.3,120.0,98.0,179.0,38.0,0.0,,,33.0,52.0,24.0,55.0,12.0,80.0,25.0,22.0,95.0,30.0,,71.0,14.0,,0.0
231536,HOSPICE OF NORTHEASTERN MICHIGAN,830 S OTSEGO AVE,GAYLORD,MI,49735,MI - Petoskey,544,47660,6680661,7448239,10495322,99,131.0,0.3,0.235,0.058,39.0,123.0,219.0,98.0,0.149,0.318,0.148,81.8,231.0,313.0,531.0,,0.0,,,77.0,160.0,152.0,29.0,33.0,186.0,80.0,64.0,281.0,36.0,103.0,0.0,55.0,0.0,69.0
391551,HOSPICE OF WARREN COUNTY,TWO CRESCENT PARK WEST,WARREN,PA,16365,PA - Erie,196,5572,804879,894892,1517230,98,0.0,0.562,0.259,0.092,20.0,65.0,31.0,,0.225,0.21,0.107,79.7,90.0,106.0,194.0,,0.0,0.0,,33.0,49.0,87.0,,12.0,28.0,21.0,,106.0,0.0,30.0,0.0,43.0,0.0,17.0
521512,ST AGNES HSPTL HOSPICE HOPE,239 TROWBRIDGE DRIVE,FOND DU LAC,WI,54937,WI - Milwaukee,771,39121,5770311,6050840,13659959,100,73.0,0.678,0.452,0.047,33.0,203.0,204.0,50.0,0.279,0.373,0.074,84.0,320.0,451.0,763.0,,0.0,,,338.0,219.0,200.0,101.0,68.0,177.0,89.0,136.0,266.0,189.0,207.0,,,0.0,101.0
191583,"COMMUNITY HOSPICE, LLC","3600 CHESTNUT, 3RD FLOOR",NEW ORLEANS,LA,70115,LA - New Orleans,22,1994,279374,305131,290496,100,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,77.7,,,,11.0,0.0,,,,11.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
371646,CARTER HEALTHCARE & HOSPICE,2324 WEST OWEN K GARRIOTT,ENID,OK,73701,OK - Oklahoma City,59,5404,717571,828404,1107578,100,0.0,0.268,0.326,0.011,14.0,,26.0,13.0,0.117,0.327,0.013,78.5,26.0,33.0,54.0,,0.0,0.0,,,19.0,14.0,,,15.0,,,35.0,,,,0.0,0.0,17.0
671632,OPTIM HEALTH SERVICES,2595 DALLAS PKWY 440,FRISCO,TX,75034,TX - Dallas,46,5027,764730,784859,1300038,100,0.0,0.679,0.195,0.022,19.0,,39.0,0.0,0.102,1.331,0.068,81.1,15.0,31.0,45.0,0.0,0.0,,,14.0,,,14.0,,17.0,,,21.0,,0.0,,0.0,0.0,23.0
11502,MERCY HOSPICE,374 GREENO ROAD,FAIR HOPE,AL,36532,AL - Mobile,316,17859,2531703,2959259,3755159,97,62.0,0.313,0.233,0.011,43.0,131.0,78.0,35.0,0.097,0.334,0.012,79.3,121.0,195.0,253.0,60.0,0.0,,,116.0,36.0,93.0,63.0,46.0,32.0,48.0,34.0,185.0,,11.0,16.0,100.0,0.0,
51650,HOSPICE OF AMADOR & CALAVERAS,"1500 SOUTH HIGHWAY 49, # 205",JACKSON,CA,95642,CA - Sacramento,324,12587,2439722,2044947,4876478,98,18.0,0.213,0.283,0.063,18.0,125.0,69.0,14.0,0.125,0.222,0.074,82.6,157.0,167.0,309.0,,0.0,12.0,,64.0,35.0,109.0,57.0,33.0,39.0,40.0,46.0,197.0,56.0,,0.0,61.0,0.0,
111603,HEARTLAND HOSPICE SERVICES- MACON,"3312 NORTHSIDE DRIVE, SUITE D250",MACON,GA,31210,GA - Macon,341,34760,5061879,5564868,8789440,98,57.0,0.37,0.215,0.049,47.0,68.0,157.0,72.0,0.103,0.324,0.083,79.9,152.0,189.0,217.0,120.0,0.0,,,111.0,67.0,76.0,65.0,30.0,58.0,65.0,47.0,249.0,21.0,11.0,,58.0,0.0,
111500,HAMILTON MEDICAL CENTER- HOSPICE,1275 ELKWOOD DRIVE,DALTON,GA,30720,GA - Atlanta,265,9946,1722090,1871463,2906538,93,0.0,0.233,0.202,0.032,13.0,112.0,45.0,11.0,0.099,0.212,0.037,77.6,121.0,144.0,251.0,,0.0,,,27.0,65.0,81.0,32.0,11.0,40.0,46.0,55.0,120.0,,30.0,11.0,99.0,0.0,
111631,"ALLIANCE HOSPICE, LLC","3685 OLD PETERSBURG ROAD, SUITE 145",AUGUSTA,GA,30907,GA - Augusta,201,15963,2371598,2512630,3479259,99,0.0,0.32,0.185,0.02,20.0,50.0,72.0,32.0,0.135,0.438,0.068,80.2,74.0,127.0,140.0,59.0,0.0,,,62.0,79.0,52.0,71.0,13.0,22.0,21.0,22.0,73.0,,0.0,95.0,26.0,0.0,
111506,LIFE CHOICE HOSPICE,"106 PEARL DRIVE, SUITE 107",LA FAYETTE,GA,30728,TN - Chattanooga,398,41860,5993221,6505639,8536376,99,0.0,0.32,0.155,0.033,47.0,61.0,186.0,96.0,0.119,0.172,0.08,80.5,167.0,231.0,381.0,12.0,0.0,,,99.0,100.0,72.0,92.0,28.0,115.0,51.0,40.0,252.0,23.0,96.0,,25.0,0.0,
141537,UNITYPOINT HOSPICE -  PEORIA,120 NE GLEN OAK,PEORIA,IL,61636,IL - Peoria,395,16016,2344279,2535097,4253297,99,0.0,0.115,0.306,0.05,23.0,159.0,75.0,25.0,0.063,0.3,0.116,83.5,155.0,240.0,366.0,26.0,0.0,,,79.0,77.0,134.0,70.0,28.0,81.0,36.0,46.0,191.0,0.0,,159.0,35.0,0.0,
141552,HOSPICE OF THE ROCK RIVER VALL,264 IL ROUTE 2,DIXON,IL,61021,IL - Rockford,152,6409,930052,1030539,1296412,99,0.0,0.258,0.535,0.078,12.0,67.0,28.0,11.0,0.13,0.571,0.178,82.5,65.0,87.0,147.0,,0.0,,,23.0,41.0,53.0,23.0,14.0,26.0,13.0,23.0,67.0,,68.0,0.0,15.0,0.0,
141602,DEKALB COUNTY HOSPICE,"2727 SYCAMORE ROAD, SUITE 1B",DEKALB,IL,60115,IL - Rockford,247,8210,1373114,1311319,2239982,99,64.0,0.197,0.327,0.045,14.0,94.0,37.0,11.0,0.131,0.222,0.086,83.2,103.0,144.0,240.0,,0.0,,,42.0,49.0,76.0,35.0,14.0,48.0,22.0,52.0,112.0,,0.0,104.0,26.0,0.0,
141637,BJC HOSPICE,ONE PROFESSIONAL DRIVE SUITE 180,ALTON,IL,62002,MO - St. Louis,462,12987,1997076,2073931,3329770,99,0.0,0.098,0.274,0.027,33.0,207.0,70.0,11.0,0.064,0.256,0.051,81.1,216.0,246.0,421.0,36.0,0.0,,,113.0,95.0,164.0,45.0,33.0,74.0,67.0,79.0,254.0,,146.0,0.0,52.0,0.0,
151527,IU HEALTH GOSHEN HOME CARE AND HOSPICE,1721 S MAIN ST   PO BOX 723,GOSHEN,IN,46526,IN - South Bend,327,16399,2554488,2705801,4361779,98,294.0,0.238,0.224,0.047,24.0,96.0,81.0,22.0,0.085,0.217,0.07,82.1,134.0,193.0,321.0,,0.0,,,70.0,67.0,117.0,39.0,14.0,77.0,28.0,52.0,163.0,,98.0,0.0,63.0,0.0,
151524,REID HOSPITAL & HEALTH CARE SERVICES,1100 REID PKWY STE 125,RICHMOND,IN,47374,IN - Indianapolis,287,9316,1560531,1721368,2135068,94,0.0,0.179,0.198,0.037,24.0,134.0,39.0,13.0,0.065,0.171,0.053,78.4,147.0,140.0,276.0,,0.0,,,43.0,54.0,130.0,13.0,12.0,51.0,42.0,39.0,157.0,,0.0,11.0,118.0,0.0,
151547,HANCOCK REGIONAL HOSPICE,801 N STATE STREET,GREENFIELD,IN,46140,IN - Indianapolis,164,5351,1025856,1038427,1649223,88,0.0,0.184,0.295,0.03,,73.0,29.0,,0.074,0.205,0.063,81.5,59.0,105.0,161.0,,0.0,,,51.0,25.0,57.0,14.0,,30.0,31.0,26.0,91.0,0.0,,0.0,72.0,0.0,
151603,SEASONS HOSPICE & PALLIATIVE CARE OF INDIANA LLC,8350 S EMERSON AVE #140,INDIANAPOLIS,IN,46237,IN - Indianapolis,607,43438,6881729,6866218,9797962,99,418.0,0.292,0.275,0.044,56.0,136.0,205.0,82.0,0.128,0.624,0.104,82.4,237.0,370.0,550.0,52.0,0.0,,,127.0,142.0,167.0,87.0,127.0,72.0,45.0,109.0,249.0,145.0,169.0,,39.0,0.0,
171511,VISITING NURSES HOSPICE,200 MAINE  STE C,LAWRENCE,KS,66044,MO - Kansas City,225,12031,1828009,1983667,3272750,98,0.0,0.265,0.408,0.093,,75.0,63.0,18.0,0.1,0.423,0.163,83.7,105.0,120.0,215.0,,0.0,,,25.0,23.0,64.0,32.0,,52.0,27.0,40.0,121.0,,49.0,0.0,45.0,0.0,
181514,ST CLAIRE HOSPICE/PALLIATIVE CARE,201 LYONS AVENUE,MOREHEAD,KY,40351,KY - Lexington,292,13766,2008289,2321010,3797168,97,225.0,0.351,0.249,0.063,27.0,91.0,67.0,20.0,0.16,0.284,0.118,78.3,132.0,160.0,290.0,,0.0,0.0,,73.0,68.0,126.0,26.0,15.0,62.0,41.0,22.0,212.0,0.0,34.0,,45.0,0.0,
181515,"HERITAGE HOSPICE, INC",120 ENTERPRISE DRIVE,DANVILLE,KY,40422,KY - Lexington,457,30279,4323926,4996877,8303008,98,554.0,0.181,0.25,0.085,49.0,106.0,144.0,50.0,0.083,0.207,0.146,79.0,197.0,260.0,441.0,12.0,0.0,,,95.0,137.0,162.0,98.0,15.0,75.0,68.0,39.0,285.0,,116.0,0.0,54.0,0.0,
181521,HOSPICE OF NELSON COUNTY,711 MCDOWELL BOULEVARD,BARDSTOWN,KY,40004,KY - Louisville,120,4354,676511,725665,999611,97,0.0,0.119,0.24,0.052,12.0,46.0,,,0.064,0.351,0.081,81.0,46.0,74.0,114.0,,0.0,0.0,,17.0,,40.0,,,,20.0,,90.0,0.0,0.0,,29.0,0.0,
191604,CHRISTUS HOSPICE & PALLIATIVE CARE ST PATRICK,4444 LAKE STREET,LAKE CHARLES,LA,70605,LA - Lake Charles,226,14101,2060028,2380340,5653786,97,0.0,0.333,0.259,0.024,13.0,80.0,59.0,30.0,0.089,0.346,0.053,78.0,101.0,125.0,187.0,35.0,0.0,,,32.0,39.0,94.0,33.0,15.0,24.0,31.0,29.0,121.0,,26.0,0.0,71.0,0.0,
201501,COMMUNITY HEALTH & NURSING SERVICES,60 BARIBEAU DRIVE,BRUNSWICK,ME,4011,ME - Portland,353,17962,2971103,2949626,4689965,98,0.0,0.276,0.254,0.052,22.0,106.0,88.0,24.0,0.08,0.219,0.073,82.9,149.0,204.0,350.0,,0.0,,,65.0,58.0,100.0,79.0,18.0,65.0,47.0,44.0,169.0,79.0,,45.0,58.0,0.0,
231577,"MERCY HOSPICE, CADILLAC","7985 MACKINAW TRAIL, SUITE 100",CADILLAC,MI,49601,MI - Grand Rapids,272,18125,2530562,2822090,4443374,98,0.0,0.234,0.284,0.035,29.0,60.0,89.0,31.0,0.126,0.269,0.032,80.1,128.0,144.0,269.0,,0.0,0.0,,44.0,65.0,88.0,43.0,13.0,76.0,29.0,23.0,206.0,14.0,20.0,,29.0,0.0,
261559,HOSPICE COMPASSUS-CENTRAL MISSOURI,"600 MONROE STREET, SUITE 100",JEFFERSON CITY,MO,65101,MO - Columbia,747,53971,7368254,8381625,15897547,99,110.0,0.151,0.208,0.039,64.0,171.0,269.0,96.0,0.099,0.273,0.065,81.0,314.0,433.0,735.0,,0.0,,,78.0,180.0,237.0,57.0,73.0,186.0,73.0,121.0,387.0,19.0,307.0,,26.0,0.0,
341571,ANGEL HOME HEALTH & HOSPICE,170 CHURCH STREET STE 1-A,FRANKLIN,NC,28734,NC - Asheville,98,6841,988238,1111961,1702930,98,57.0,0.168,0.159,0.05,,19.0,32.0,12.0,0.075,0.261,0.086,80.7,45.0,53.0,97.0,,0.0,0.0,,12.0,16.0,44.0,18.0,,13.0,,,82.0,0.0,,0.0,15.0,0.0,
341548,HOME CARE TCH,"1266 ASHEVILLE HWY, SUITE 5",BREVARD,NC,28712,NC - Asheville,123,5461,791770,891831,1338925,98,0.0,0.323,0.407,0.087,12.0,38.0,28.0,,0.135,0.31,0.13,81.8,60.0,63.0,121.0,,0.0,0.0,,26.0,15.0,45.0,13.0,,23.0,,,69.0,31.0,0.0,,21.0,0.0,
301508,CENTRAL NEW HAMPSHIRE VNA & HOSPICE,780 NORTH MAIN STREET,LACONIA,NH,3247,NH - Manchester,316,11841,2024276,1953157,3513447,98,0.0,0.377,0.296,0.039,33.0,89.0,68.0,,0.151,0.254,0.068,83.2,130.0,186.0,315.0,0.0,0.0,,,15.0,33.0,113.0,56.0,15.0,54.0,27.0,51.0,227.0,21.0,,22.0,39.0,0.0,
331513,CAREFIRST / SOUTHERN TIER HOSPICE AND PALLIATIVE,11751 EAST CORNING RD,CORNING,NY,14830,PA - Sayre,656,31353,4378932,4917969,7670113,99,43.0,0.0,0.561,0.076,47.0,201.0,154.0,48.0,0.0,0.339,0.11,80.3,290.0,366.0,637.0,,0.0,0.0,,175.0,167.0,280.0,79.0,27.0,110.0,86.0,74.0,452.0,27.0,,128.0,45.0,0.0,
361592,ROBINSON VISITING NURSE & HOSPICE,6693 NORTH CHESTNUT STREET,RAVENNA,OH,44266,OH - Akron,241,10040,1631919,1766092,3867053,95,147.0,0.193,0.424,0.135,23.0,75.0,57.0,,0.146,0.24,0.163,81.8,114.0,127.0,235.0,,0.0,0.0,,119.0,43.0,74.0,31.0,,54.0,43.0,33.0,164.0,,0.0,17.0,56.0,0.0,
361557,COMMUNITY MERCY HOSPICE,444 WEST HARDING ROAD,SPRINGFIELD,OH,45504,OH - Dayton,551,27351,4513836,4846462,10751205,95,0.0,0.184,0.427,0.04,38.0,201.0,134.0,49.0,0.085,0.934,0.081,79.9,237.0,314.0,509.0,34.0,0.0,,,260.0,149.0,192.0,47.0,43.0,98.0,64.0,107.0,267.0,17.0,129.0,,134.0,0.0,
361591,ADENA HOSPICE,111 WEST WATER STREET,CHILLICOTHE,OH,45601,OH - Columbus,263,14909,2168007,2393496,3377015,97,0.0,0.216,0.268,0.043,31.0,77.0,70.0,23.0,0.085,0.269,0.071,77.0,131.0,132.0,259.0,,0.0,0.0,,85.0,64.0,109.0,27.0,12.0,40.0,46.0,29.0,230.0,0.0,0.0,,31.0,0.0,
371645,ROSEROCK HEALTHCARE,2642 EAST 21ST STREET,TULSA,OK,74114,OK - Tulsa,339,29210,4030272,4574425,6486225,99,154.0,0.388,0.175,0.023,25.0,66.0,130.0,62.0,0.188,0.335,0.064,81.4,127.0,212.0,294.0,12.0,0.0,,,62.0,116.0,82.0,73.0,29.0,74.0,18.0,63.0,125.0,31.0,150.0,,31.0,0.0,
391644,JAMESON HOSPICE OF LAWRENCE COUNTY,1000 SOUTH MERCER STREET,NEW CASTLE,PA,16101,OH - Youngstown,222,8056,1234374,1371675,3230320,97,58.0,0.242,0.389,0.012,13.0,99.0,46.0,,0.087,0.291,0.034,82.8,99.0,123.0,221.0,,0.0,0.0,,134.0,63.0,71.0,26.0,18.0,34.0,23.0,50.0,76.0,,87.0,0.0,50.0,0.0,
451579,HEARTSWAY HOSPICE OF NORTHEAST TEXAS,4351 MCCANN RD,LONGVIEW,TX,75605,TX - Longview,569,42589,6041400,6793043,7965762,99,324.0,0.302,0.332,0.032,46.0,131.0,196.0,86.0,0.124,0.407,0.046,80.5,260.0,309.0,516.0,50.0,0.0,,,98.0,131.0,170.0,74.0,25.0,92.0,91.0,117.0,309.0,45.0,136.0,,78.0,0.0,
671599,MARSHALL HOMECARE AND HOSPICE,111 E BURLESON,MARSHALL,TX,75670,LA - Shreveport,161,14794,2048666,2345829,2957507,99,0.0,0.231,0.2,0.019,23.0,42.0,63.0,30.0,0.087,0.323,0.037,81.6,65.0,96.0,115.0,43.0,0.0,,,36.0,55.0,38.0,47.0,13.0,18.0,26.0,19.0,71.0,,0.0,55.0,30.0,0.0,
11569,SOUTHERNCARE GROVE HILL,179B JACKSON STREET,GROVE HILL,AL,36451,AL - Mobile,191,16981,2319845,2687967,4824422,99,,0.393,0.141,0.013,35.0,23.0,93.0,31.0,0.189,0.3,0.007,81.5,77.0,114.0,129.0,57.0,0.0,,,40.0,46.0,46.0,53.0,12.0,52.0,,,144.0,,23.0,11.0,,0.0,
11645,"HOMETOWN HOSPICE OF CAMDEN, INC",221 CLAIBORNE STREET,CAMDEN,AL,36726,AL - Birmingham,20,1869,248448,288939,344996,100,0.0,0.434,0.201,0.02,,,,,0.225,0.263,0.034,81.1,,,,11.0,0.0,0.0,,,,,,,,0.0,,19.0,0.0,0.0,0.0,,0.0,
11524,CHATTAHOOCHEE HOSPICE INC,6 MEDICAL PARK NORTH,VALLEY,AL,36854,AL - Birmingham,130,8484,1148281,1330480,1407243,99,0.0,0.326,0.346,0.066,15.0,31.0,38.0,11.0,0.134,0.369,0.103,79.4,41.0,89.0,92.0,36.0,0.0,,,22.0,41.0,41.0,17.0,20.0,17.0,14.0,21.0,78.0,0.0,48.0,0.0,,0.0,
11660,OASIS HEALTHCARE - MOODY,2005 AGAPE CIRCLE,MOODY,AL,35004,AL - Birmingham,215,18647,2610814,2888043,5054103,99,12.0,0.222,0.246,0.078,36.0,45.0,87.0,36.0,0.069,0.459,0.147,81.9,54.0,161.0,165.0,49.0,0.0,,,84.0,72.0,23.0,94.0,22.0,31.0,24.0,21.0,104.0,0.0,103.0,0.0,,0.0,
11505,HOSPICE FAMILY CARE,3304 WESTMILL DRIVE SOUTHWEST,HUNTSVILLE,AL,35805,AL - Huntsville,343,21717,3064355,3351937,4566409,100,0.0,0.199,0.188,0.029,35.0,73.0,108.0,37.0,0.113,0.242,0.051,79.9,150.0,193.0,309.0,31.0,0.0,,,43.0,26.0,134.0,54.0,11.0,45.0,40.0,59.0,341.0,0.0,0.0,0.0,,0.0,
41576,LITTLE RIVER MEMORIAL HOSPICE,"450 WEST LOCKE STREET, SUITE B",ASHDOWN,AR,71822,AR - Texarkana,78,11646,1531121,1803263,2481251,99,0.0,0.536,0.058,0.02,22.0,,47.0,30.0,0.326,0.092,0.024,82.1,25.0,53.0,65.0,11.0,0.0,,,11.0,32.0,15.0,24.0,,11.0,,,55.0,0.0,19.0,0.0,,0.0,
41554,BAPTIST HEALTH HOSPICE ARKADEL,3050 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923,AR - Little Rock,30,420,70250,81182,105096,92,0.0,0.204,0.489,0.07,,14.0,,,0.109,0.32,0.096,81.8,15.0,15.0,26.0,,0.0,0.0,,,,11.0,,,,,,23.0,0.0,0.0,0.0,,0.0,
31626,OSHYN HOSPICE AND PALLIATIVE CARE,7461 EAST TANQUE VERDE ROAD,TUCSON,AZ,85715,AZ - Tucson,105,9028,1317813,1400245,2057749,100,0.0,0.512,0.208,0.022,,21.0,50.0,18.0,0.24,0.336,0.056,83.0,42.0,63.0,81.0,,0.0,20.0,,67.0,26.0,,32.0,13.0,28.0,,18.0,83.0,,0.0,,,0.0,
31630,"HOSPICE PROMISE, LLC","11811 NORTH TATUM BOULEVARD, SUITE 3031-117",PHOENIX,AZ,85028,AZ - Phoenix,17,943,152927,147236,194512,100,0.0,0.172,0.19,0.031,0.0,,,,0.214,0.214,,84.6,,,16.0,0.0,0.0,,,,,,,,,,,11.0,,0.0,0.0,,0.0,
61522,HOSPICE OF MONTEZUMA INC,1345 S BROADWAY,CORTEZ,CO,81321,NM - Albuquerque,85,5233,822094,807333,2440115,100,0.0,0.21,0.273,0.075,,18.0,30.0,,0.147,0.306,0.092,83.2,47.0,38.0,78.0,0.0,0.0,,,,22.0,27.0,,,22.0,11.0,,54.0,17.0,13.0,0.0,,0.0,
101536,HOSPICE CARE OF SOUTH FLORIDA,7270 NW 12TH ST PH 6,MIAMI,FL,33126,FL - Miami,168,22042,3450313,3396678,6958213,100,0.0,0.73,0.427,0.042,26.0,,,52.0,0.125,0.62,,84.9,,,,,0.0,129.0,,,92.0,,87.0,,,,,30.0,108.0,0.0,24.0,,0.0,
111748,"AFFINIS HOSPICE, LLC",1365 INTERSTATE PARKWAY,AUGUSTA,GA,30909,GA - Augusta,27,829,138049,145276,386891,96,0.0,0.26,0.337,0.03,,,,,0.074,0.341,0.032,81.2,,,18.0,,0.0,0.0,,,,,,,,,,20.0,0.0,0.0,0.0,,0.0,
111615,GENTIVA HOSPICE,"5105 PAULSEN STREET, SUITE 225-D",SAVANNAH,GA,31405,GA - Savannah,280,28092,3961812,4319941,5679868,100,0.0,0.356,0.223,0.036,68.0,36.0,140.0,54.0,0.128,0.289,0.061,81.3,106.0,174.0,191.0,87.0,0.0,,,72.0,78.0,46.0,89.0,40.0,40.0,35.0,30.0,167.0,59.0,53.0,0.0,,0.0,
