provider_id,agency_name,street_address,city,state,zip_code,total_episodes_non_lupa,distinct_users_non_lupa,total_hha_charge_amount_non_lupa,total_hha_medicare_payment_amount_non_lupa,total_hha_medicare_standard_payment_amount_non_lupa,outlier_payments_as_a_percent_of_medicare_payment_amount_non_lupa,total_lupa_episodes,total_hha_medicare_payment_amount_for_lupas
147930,"HOME HEALTHCARE SOLUTIONS OF ILLINOIS, INC","5533 WEST 109TH, SUITE 106",OAK LAWN,IL,60453,730,368,2026455,2449285,2376491,0,37.0,14006.0
147992,"AGAPE HOME HEALTH CARE, INC","444 NORTH  NORTHWEST HIGHWAY, SUITE 320",PARK RIDGE,IL,60068,768,272,1447822,1976666,1937597,0,37.0,13723.0
148227,"BETTER CARE HOME HEALTH, INC","1699 WALL STREET, STE 104A",MOUNT PROSPECT,IL,60056,420,250,1498125,1342843,1304939,0,37.0,12216.0
147486,RED BUD REGIONAL HOME CARE,1010 LOCUST STREET,RED BUD,IL,62278,625,353,2556931,1968300,2173534,0,38.0,11852.0
147710,"PROVIDENCE HOME HEALTH CARE, I",425 HUEHL ROAD,NORTHBROOK,IL,60062,1666,608,4663781,4983314,4832466,0,38.0,12268.0
147075,HENRY COUNTY HEALTH DEPARTMENT,4424 U.S. HIGHWAY 34,KEWANEE,IL,61443,150,122,232257,353516,384886,0,39.0,10734.0
147934,"PROHEALTH HOMECARE, LLC","2604 DEMPSTER, STE 205",PARK RIDGE,IL,60068,474,236,1141332,1329668,1317459,0,39.0,11396.0
147419,"HARRISBURG MED CTR, INC HH",204 E WOOLCOTT STREET,HARRISBURG,IL,62946,201,172,707143,551867,618327,0,40.0,11793.0
147729,GATEWAY REGIONAL HOME HEALTH - GRANITE CITY,2100 MADISON AVENUE,GRANITE CITY,IL,62040,495,301,1960432,1582788,1684444,0,40.0,11535.0
147758,"ALL AMERICAN HOME CARE, INC",10101 S ROBERTS RD SUITE 200,PALOS HILLS,IL,60465,492,155,1116831,1146164,1111765,0,40.0,14145.0
147991,"RELIANCE HOME HEALTH CARE, INC",1111 PLAZA DRIVE,SCHAUMBURG,IL,60173,799,288,2652163,2242080,2175676,0,40.0,13564.0
147000,VISITING NURSE ASSOCIATION OF,400 NORTH HIGHLAND AVENUE,AURORA,IL,60506,307,246,743606,982283,952920,0,41.0,15524.0
148142,"KELLY HOME HEALTHCARE, INC",3235 VOLLMER ROAD SUITE 107,FLOSSMOOR,IL,60422,441,122,744267,995895,965722,0,41.0,10969.0
148273,UCHANGE HOME HEALTH INC,1406 PARK AVENUE,CHICAGO HEIGHTS,IL,60411,379,116,758263,995322,965154,0,41.0,11321.0
147173,HH SVC OF ST MARY'S HOSP,207 SPRING STREET,STREATOR,IL,61364,239,181,687931,551320,615620,0,42.0,13702.0
147459,PRAIRIELAND HOME CARE,409 EAST SECOND STREET,SPRING VALLEY,IL,61362,294,235,629568,729813,816866,0,42.0,10666.0
147924,"A & Z HOME HEALTH CARE, INC","3043 RIDGE RD, STE 201",LANSING,IL,60438,730,234,1285692,1929811,1871317,0,42.0,14220.0
147980,"VIP HEALTHCARE PROFESSIONALS, LLC",2600 WEST BOULEVARD,BELLEVILLE,IL,62221,424,147,759384,828777,898405,0,42.0,14168.0
148026,JCH HOME HEALTH CARE,"7225 N KOSTNER, UNIT B",LINCOLNWOOD,IL,60712,1725,413,2670964,4552435,4409822,0,42.0,13156.0
148043,"EVOLUTION HOME HEALTH CARE, INC","7630 S OCUNTY LINE RD, #6",BURR RIDGE,IL,60527,971,250,2836078,2200347,2133398,0,43.0,12863.0
147597,NURSING RESOURCE HOME HEALTH,4430 NORTH OAK PARK AVENUE,HARWOOD HEIGHTS,IL,60656,372,196,1169884,1151275,1116653,0,48.0,14289.0
147810,SURE CARE HOME HEALTH CORP,"1155 MAIN ST, STE C & D",GLENDALE HEIGHTS,IL,60139,1234,388,3153657,3241305,3233074,0,48.0,16687.0
148032,"REGENCY HOME HEALTH CARE, P C",6060 W 95TH STREET,OAK LAWN,IL,60453,805,323,2866610,3026554,2933165,0,48.0,16049.0
148045,"PRESTIGE HOME HEALTH CARE, INC",7840 W 103RD STREET,PALOS HILLS,IL,60465,498,146,1401460,1347630,1306690,0,48.0,15289.0
147126,SWEDISH COVENANT HOSPITAL HOME,2965 WEST PETERSON,CHICAGO,IL,60659,442,367,1184040,1273766,1235733,0,65.0,25473.0
147213,"VITAL MEASUREMENTS, INC.",6323 N AVONDALE AVE,CHICAGO,IL,60631,678,357,2336835,2191795,2125255,0,75.0,23983.0
147244,MEDICAL PROFS FOR HOME HEALTH,7928 S. KING DRIVE,CHICAGO,IL,60619,3977,1009,10339979,10773316,10445732,0,266.0,91608.0
147411,CARDIO CARE INC.,5917 NORTH LINCOLN AVENUE,CHICAGO,IL,60659,749,333,1397450,1996536,1936675,0,96.0,31163.0
147492,PRIVATE HOME CARE UNLIMITED  I,5517 N CUMBERLAND,CHICAGO,IL,60656,560,436,1282367,1554341,1507198,0,146.0,55032.0
147569,APPLE HOME HEALTHCARE,"223 W JACKSON BLVD, STE 510",CHICAGO,IL,60606,1875,1356,5481635,5956888,5819871,0,182.0,66352.0
147669,"HOME HEALTH OF ILLINOIS, LLC",5061 NORTH PULASKI,CHICAGO,IL,60630,1185,563,3579284,3584376,3473369,0,158.0,56729.0
147727,"HEALING HANDS HOME CARE, INC",6730 W HIGGINS,CHICAGO,IL,60656,1086,396,2836331,3090820,2996318,0,46.0,14750.0
147762,"COMPREHENSIVE QUALITY CARE, INC FOUNDATION",3517 SOUTH MARTIN LUTHER KING DRIVE,CHICAGO,IL,60653,1016,329,2736689,2232026,2164172,0,53.0,17833.0
147798,DIVINE PROVIDENCE HOME HEALTH AGENCY INC,"3550 WEST PETERSON AVENUE, SUITE 304-305",CHICAGO,IL,60659,1287,433,2134433,3316413,3218792,0,69.0,25399.0
147842,"JN FAMILY HOME HEALTHCARE SERVICES, INC",8750 WEST BRYN MAWR SUITE 460,CHICAGO,IL,60631,1103,711,2761523,4460403,4327080,0,71.0,28738.0
147978,"CHICAGO VNA, INC",9628 SOUTH TORRENCE AVENUE,CHICAGO,IL,60617,520,223,825692,1346999,1306141,0,51.0,17385.0
148039,ICARE HOME HEALTH,"5962 N LINCOLN AVE, STE 3",CHICAGO,IL,60659,741,284,2491164,2109022,2044785,0,44.0,13871.0
148221,"APEX HOME HEALTH SERVICES, INC","6160 N CICERO AVE, STE 310",CHICAGO,IL,60646,382,125,674779,705860,684566,0,51.0,17256.0
147742,"PRESTIGE HOME HEALTH SERVICES, INC",7119 W HIGGINS AVE,CHICAGO,IL,60656,190,78,510367,563294,562842,0,11.0,3777.0
147944,"EVANGEL HOME HEALTH SERVICES, INC","6232 NORTH PULASKI ROAD, STE 402",CHICAGO,IL,60646,260,83,449280,703815,682475,0,11.0,3187.0
148261,DCARE HOME HEALTH SERVICES,"134 W 111TH STREET, #206",CHICAGO,IL,60628,308,85,738573,679820,659292,0,11.0,3015.0
147651,LOVING HOME HEALTH CARE,2013 W. CORTEZ ST,CHICAGO,IL,60622,123,30,123662,238791,231657,0,12.0,3413.0
147721,"PACIFIC HOME HEALTH CARE, INC.",4136 NORTH KEDZIE AVENUE,CHICAGO,IL,60618,390,121,712604,954527,926118,0,12.0,4305.0
147783,"ALL FAMILY HEALTH CARE, INC",6413 N KINZUA,CHICAGO,IL,60646,301,104,651784,755915,733314,0,13.0,4483.0
147846,MEDCARE HOME HEALTH SERVICES,"195 N HARBOR DRIVE, SUITE 5505",CHICAGO,IL,60601,436,111,958060,1175201,1139426,0,13.0,3437.0
148213,DAUGHTERS OF DIVINE LOVE HOME HEALTH CARE AGENCY,6832 W NORTH AVENUE SUITE 3C,CHICAGO,IL,60707,189,73,296573,433630,420699,0,13.0,4164.0
147773,"LIFE PLUS HEALTH CARE, INC","2714 WEST PETERSON STREET, 1ST FLOOR",CHICAGO,IL,60659,386,128,609932,981306,951748,0,14.0,5060.0
147975,"FIRST CHOICE HOME CARE, INC","5875 N LINCOLN, STE 143",CHICAGO,IL,60659,281,100,492546,694572,673549,0,14.0,4318.0
147988,"HAPPY HOME HEALTH CARE, PC",5810 N LINCOLN AVENUE,CHICAGO,IL,60659,449,199,858276,1236920,1199654,0,14.0,4679.0
148019,"FAMILY HOME HEALTH CARE PROFESSIONALS, INC","3559 N CUMBERLAND AVE, STE 101",CHICAGO,IL,60634,672,209,925711,1765442,1711688,0,14.0,4312.0
148210,"GOOD LIFE HOME HEALTH CARE, INC","5875 N LINCOLN AVE, STE 232",CHICAGO,IL,60659,226,99,460468,612894,594159,0,14.0,4792.0
148235,"EXCELL HOME HEALTH SERVICES, INC","195 N HARBOR DR, STE 4909",CHICAGO,IL,60601,241,85,497841,605616,587219,0,14.0,2824.0
147545,CARING PROFESSIONALS HOME CARE,3450 - 3456 W PETERSON AVENUE,CHICAGO,IL,60659,696,236,1626922,2081654,2018792,0,15.0,4026.0
147744,"CHICAGO HOME HEALTHCARE AGENCY, LTD","2403 EAST 75TH STREET, 2ND FLOOR",CHICAGO,IL,60649,137,59,428306,377659,373674,0,15.0,5359.0
147746,"ROMYST HOME HEALTH CARE, INC","8600 W BRYN MAWR AVE, STE 970N",CHICAGO,IL,60631,559,161,1419918,1591942,1544256,0,15.0,4491.0
147857,"LIVING WATERS HOME HEALTH CARE, INC",6255 N CLARK ST,CHICAGO,IL,60660,373,156,785304,1066161,1030912,0,15.0,6105.0
147866,"ADVANCE CARE HOME HEALTH, INC","6055 N LINCOLN AVENUE, STE 101",CHICAGO,IL,60659,508,142,1092874,1229838,1192665,0,15.0,4321.0
148061,US HOSPICE AND HOME HEALTH CORP,"5860 N LINCOLN AVE, FL 2",CHICAGO,IL,60659,255,111,453361,627444,609050,0,15.0,4627.0
147606,QUALITY HOME CARE SERVICES LTD,3510 WEST 79TH STREET,CHICAGO,IL,60652,389,152,779998,967994,938923,0,16.0,6218.0
147761,"PIONEER HEALTH CARE MANAGEMENT, INC","6232 NORTH PULASKI ROAD, SUITE 404",CHICAGO,IL,60646,322,104,494996,761850,753717,0,16.0,4481.0
147883,"GOODWILL HEALTH CARE SERVICES & STAFFING, INC","9942 S WESTERN AVE, STE I",CHICAGO,IL,60643,291,85,329688,606928,588504,0,16.0,6070.0
147936,MOTHER'S CARE & HEALTH EQUIPMENT INC,"4554 NORTH BROADWAY STREET, STE 304",CHICAGO,IL,60640,148,47,190320,317777,308292,0,16.0,5968.0
147961,"SAINT THOMAS HOME HEALTH, INC",7017 W HIGGINS AVE,CHICAGO,IL,60656,258,141,569021,824081,815444,0,16.0,5290.0
148118,"24SEVEN HEALTH CARE SERVICES, INC",5765 N LINCOLN AVE SUITE 27,CHICAGO,IL,60659,420,167,707965,1034743,1003459,0,16.0,5995.0
148215,"AUSPEX HOME HEALTH CARE SERVICES, INC",6246 N PULASKI ROAD,CHICAGO,IL,60645,443,179,1251991,1188955,1152969,0,16.0,5032.0
148249,"ALLGREEN HOME HEALTH CARE, INC",1542 W DEVON AVENUE,CHICAGO,IL,60660,244,122,401406,665438,645265,0,16.0,5812.0
147826,"CHICAGO HOME HEALTHCARE, S C","850 W JACKSON BOULEVARD, STE 650",CHICAGO,IL,60607,479,135,1214066,1134705,1098589,0,17.0,5850.0
148183,"CARE SPECIALISTS, INC",2749 S ARCHER AVE,CHICAGO,IL,60608,514,204,725176,1304328,1264705,0,17.0,5120.0
148211,"PURE HEARTS HOME HEALTH SERVICES, INC",3349A W IRVING PARK ROAD,CHICAGO,IL,60618,247,109,358951,592910,575023,0,17.0,6499.0
147839,"FAMILY HEALTHCARE, INC",5936 WEST MONTROSE AVENUE,CHICAGO,IL,60634,993,340,1588958,2542864,2465902,0,18.0,6571.0
148033,"LINCOLN PARK HOME HEALTH CARE, INC",6160 N CICERO AVENUE SUITE 330,CHICAGO,IL,60646,513,323,848734,1303460,1264196,0,18.0,6097.0
147675,"ANGEL CARE, INC.",4004 N. NASHVILLE AVE,CHICAGO,IL,60634,981,264,1769933,2447647,2372074,0,19.0,6184.0
147658,ARDENT HOME HEALTH CARE INC,6124 W 63RD STREET,CHICAGO,IL,60638,493,129,872790,1173774,1161111,0,20.0,6660.0
147715,ICG HOME HEALTH CARE SERVICES,"1010 N HOOKER ST, STE 301",CHICAGO,IL,60642,31,23,96700,67921,65713,0,20.0,7674.0
147908,"SPECTRUM HOME HEALTH CARE, INC,",5901 N CICERO AVENUE STE 300,CHICAGO,IL,60646,314,116,569335,815421,790738,0,20.0,8017.0
148037,BELCION HEALTHCARE SERVICES,4641 N ASHLAND AVE,CHICAGO,IL,60640,220,82,270872,479138,464797,0,20.0,6373.0
148234,"QUALITY HOME HEALTH CARE, LLC","4554 N BROADWAY AVE, STE 224",CHICAGO,IL,60640,160,61,214738,404500,397229,0,20.0,4778.0
147837,"MIDWEST HOME HEALTHCARE, INC",5901 N CICERO AVENUE SUITE210,CHICAGO,IL,60646,545,166,1153562,1367106,1326028,0,21.0,5805.0
148113,"GOOD SHEPHERD HEALTHCARE, LLC","3144 W MONTROSE AVE, STE 200",CHICAGO,IL,60618,294,143,603837,810096,795284,0,21.0,7427.0
148250,"MID AMERICA HOME HEALTH CARE, INC",5645 W FULLERTON AVE,CHICAGO,IL,60639,314,113,442641,732875,710701,0,21.0,6407.0
148160,"KINGSWAY HOME HEALTH SERVICES, INC",7115 N RIDGE BLVD,CHICAGO,IL,60645,234,114,453581,586582,569069,0,22.0,6041.0
147825,"LIBERTY HOME HEALTH CARE, INC",4607 NORTH ELSTON AVENUE,CHICAGO,IL,60630,514,197,1507232,1406062,1363584,0,23.0,6666.0
147704,"ULTIMATE HOME HEALTH CARE, INC",11070 S. WESTERN AVENUE,CHICAGO,IL,60643,257,85,1004905,611456,593345,0,24.0,7900.0
147733,"SUPERIOR HOME HEALTH, LLC","4054 WEST NORTH AVENUE, 2ND FLOOR",CHICAGO,IL,60639,455,203,767739,983414,953308,0,24.0,8419.0
147829,"HORIZON HOME HEALTH CARE, INC","2600 S MICHIGAN AVE, STE 208",CHICAGO,IL,60616,1050,317,2348788,3041479,2947553,0,24.0,8376.0
148122,"GREAT PARAGON HEALTHCARE, INC",1251 W DEVON AVENUE,CHICAGO,IL,60660,335,115,506142,711022,689509,0,24.0,9155.0
147666,SAMLAND HEALTH CARE,4320 W MONTROSE,CHICAGO,IL,60641,443,171,1378454,1102780,1067259,0,25.0,8598.0
147769,"ADVANCE HOME HEALTH CARE, LTD",5948 N MILWAUKEE AVE,CHICAGO,IL,60646,678,274,1652815,1793673,1740501,0,25.0,6999.0
147803,"PREFERRED HOME HEALTH CARE, INC","2850 S WABASH AVE, STE 108",CHICAGO,IL,60616,1120,273,3974504,2783753,2697650,0,25.0,8554.0
148024,"ANGEL TOUCH HOME HEALTHCARE, INC","5757 N LINCOLN AVE, STE 28",CHICAGO,IL,60659,461,199,769264,1100929,1067797,0,25.0,8444.0
148282,CARE CONNECT HOME HEALTHCARE INC,"4001 W DEVON AVENUE, ROOM 302",CHICAGO,IL,60646,263,129,384257,742521,719995,0,25.0,7429.0
147900,"CARING TREE, LLC",3242 N PULASKI ROAD,CHICAGO,IL,60641,913,319,1707067,2495345,2419210,0,26.0,9340.0
147990,"CRESCENT HOME HEALTHCARE, INC",6160 N CICERO AVE SUITE 232,CHICAGO,IL,60646,345,209,714966,1075265,1043609,0,26.0,10795.0
148119,"COVENANT HEALTHCARE SERVICES & STAFFING, INC","9933 S WESTERN AVE, STE 204",CHICAGO,IL,60643,622,229,1484553,1551514,1504699,0,27.0,8752.0
148121,"GOLD COAST HOME HEALTH, INC",418 E 75TH STREET,CHICAGO,IL,60619,451,167,1139318,1205257,1167720,0,28.0,8296.0
147809,"ALLIED HOME HEALTH CARE, INC","3925 N ASHLAND AVE, UNIT 1",CHICAGO,IL,60613,733,200,1544197,1859777,1803420,0,31.0,10884.0
147698,PREMIER HOME HEALTH CARE,6233 WEST 63RD STREET,CHICAGO,IL,60638,600,243,1039568,1557937,1511799,0,32.0,10937.0
148127,"MEDSTAR HOME HEALTH SERVICES, LTD","1019 W FULTON, SUITE 200",CHICAGO,IL,60607,692,269,1055873,1562996,1515956,0,32.0,7351.0
147771,HCN HOME HEALTH CARE,6288 NORTH CICERO,CHICAGO,IL,60646,1230,349,3038777,3662077,3549938,0,33.0,10630.0
147952,"AMERICARE HOMEHEALTH SERVICES, LLC","6160 NORTH CICERO, SUITE 503",CHICAGO,IL,60646,640,260,1167753,1515908,1480721,0,34.0,8646.0
148124,"ALPHAZETA HEALTHCARE SERVICES, LLC","5901 N CICERO AVE, STE 100",CHICAGO,IL,60646,591,234,1341306,1394384,1352164,0,36.0,14216.0
147947,"FOCUS HOME HEALTH CARE, INC",5946 NORTH MILWAUKEE,CHICAGO,IL,60646,382,165,1341102,1212789,1177087,0,39.0,13312.0
147995,"HEXAGRAM HOME HEALTH CARE, LLC",4747 WEST PETERSON,CHICAGO,IL,60646,917,285,1443228,2089531,2027597,0,40.0,13543.0
147860,"SERENITY HOME HEALTHCARE, INC",6352 NORTH LINCOLN AVENUE,CHICAGO,IL,60659,864,334,1202997,1858155,1801930,0,41.0,14737.0
148025,"PREMIER POINT HOME HEALTH, INC",4701 N SHERIDAN ROAD,CHICAGO,IL,60640,521,360,1864931,1624141,1574640,0,43.0,16589.0
147589,COMPREHENSIVE HOME CARE INC.,6321 NORTH AVONDALE AVE. SUITE,CHICAGO,IL,60631,619,203,1409379,1605554,1587173,0,48.0,14006.0
157004,VISITING NURSE ASSOCIATION OF SOUTHWESTERN  INDIAN,610 E WALNUT ST  PO BOX 3487,EVANSVILLE,IN,47734,643,425,1042864,1514807,1740940,0,106.0,32614.0
157015,VISITING NURSE ASSOCIATION OF THE WABASH VALLEY IN,400 8TH AVE,TERRE HAUTE,IN,47804,787,619,2252492,2189114,2386143,0,109.0,34625.0
157034,VISITING NURSE ASSOCIATION OF PORTER COUNTY,2401 VALLEY DR,VALPARAISO,IN,46383,1529,943,3005249,3917451,4278385,0,218.0,72208.0
157059,ST VINCENT HOME HEALTH - ANDERSON REGION,2015 JACKSON ST,ANDERSON,IN,46016,1338,991,5403649,3843135,4156112,0,129.0,43295.0
157092,HANCOCK REGIONAL HOME HEALTH CARE & HOSPICE,1560 B STATE ST,GREENFIELD,IN,46140,497,401,1563941,1551384,1626783,0,63.0,21032.0
157113,INDIANA HOME CARE PLUS,300 N WASHINGTON STREET,CRAWFORDSVILLE,IN,47933,245,196,327839,528579,567250,0,50.0,14966.0
157118,AMERICAN NURSING CARE IN,6515 E 82ND ST STE 112,INDIANAPOLIS,IN,46250,490,337,1259670,1416145,1452671,0,71.0,23698.0
157124,ST ELIZABETH HOME HEALTH CARE,1415 SALEM ST STE 202 W,LAFAYETTE,IN,47904,622,484,3322547,1714727,1873311,0,63.0,22789.0
157132,DEACONESS HOME CARE,701 GARFIELD ST,EVANSVILLE,IN,47710,864,625,3036199,2201302,2534763,0,124.0,40448.0
157143,MARGARET MARY COMMUNITY HOSPITAL HOME CARE,108 N ELM,BATESVILLE,IN,47006,371,298,1063458,967388,1057739,0,64.0,19614.0
157145,ST MARGARET HOME CARE,5454 HOHMAN AVE,HAMMOND,IN,46320,720,483,2586405,1912852,2059643,0,80.0,25398.0
157152,FLOYD MEMORIAL HOME HEALTH CARE,1915 BONO RD,NEW ALBANY,IN,47150,1396,1016,3431656,3397960,3805669,0,176.0,55162.0
157158,INDIANA UNIVERSITY HEALTH HOME CARE,950 N MERIDIAN ST STE 700,INDIANAPOLIS,IN,46204,1724,1400,5367386,4467761,4783657,0,339.0,118596.0
157174,IU HEALTH GOSHEN HOME CARE AND HOSPICE,1721 S MAIN  PO BOX 723,GOSHEN,IN,46526,352,269,911946,878185,960790,0,56.0,19233.0
157179,ST FRANCIS HOME HEALTH AND HOSPICE,421 NORTH EMERSON,GREENWOOD,IN,46143,800,621,4387683,2464388,2514374,0,121.0,44887.0
157205,HEARTLAND HOME CARE,1315 DIRECTORS ROW STE 210,FORT WAYNE,IN,46808,462,400,1205266,1298697,1369006,0,95.0,31228.0
157221,AMEDISYS HOME HEALTH OF JEFFERSONVILLE,303 QUARTERMASTER CT,JEFFERSONVILLE,IN,47130,1128,759,3825866,3313849,3684062,0,155.0,50899.0
157223,CARE ONE HOME HEALTH,"14649 HIGHWAY 41 NORTH, SUITE 200",EVANSVILLE,IN,47725,1276,600,4301309,3926780,4375018,0,57.0,16196.0
157287,FRANCISCAN HOME CARE SERVICES INC,203 FRANCISCAN DR,CROWN POINT,IN,46307,1141,877,4263349,3643055,3864648,0,143.0,49075.0
157430,HCMH HOME CARE,1007 N 16TH SUITE 200,NEW CASTLE,IN,47362,188,162,618161,472444,527036,0,45.0,18698.0
157469,FAMILY HOME HEALTH SERVICES,9150 E 109TH AVENUE SUITE 3A,CROWN POINT,IN,46307,635,440,1858610,2281271,2379971,0,65.0,23089.0
157470,LUTHERAN HEALTH NETWORK HOME HEALTH,2510 E DUPONT RD STE 237,FORT WAYNE,IN,46825,689,459,1923789,1894755,2001501,0,84.0,25612.0
157521,AMEDISYS HOME HEALTH OF MUNSTER,931 RIDGE RD STE E & F,MUNSTER,IN,46321,877,667,3439082,3045119,3269750,0,106.0,34182.0
157530,INTREPID USA HEALTHCARE SERVICES,609 SURGERY CENTER DRIVE,TERRE HAUTE,IN,47802,978,431,3169113,2493936,2701569,0,45.0,13498.0
157539,AMEDISYS OF EVANSVILLE,2233 W FRANKLIN  ST,EVANSVILLE,IN,47712,824,455,2895375,2420379,2774278,0,116.0,36615.0
157569,VNA HEALTHTRENDS,732 E US HWY 30,SCHERERVILLE,IN,46375,714,426,2508899,2428961,2624808,0,95.0,32184.0
157571,CARETENDERS,1724 STATE STREET,NEW ALBANY,IN,47150,1169,655,3217071,3318333,3687283,0,106.0,33852.0
157578,AMEDISYS HOME HEALTH OF BLOOMINGTON,1332 W ARCH HAVEN AVE STE E,BLOOMINGTON,IN,47403,688,453,2356359,2092886,2304358,0,54.0,17503.0
157584,VNA NAZARETH HOME CARE,516 LEWIS & CLARK PKWY STE 101,CLARKSVILLE,IN,47129,1005,708,2696117,2697740,2998951,0,82.0,27783.0
157586,GREAT LAKES CARING,3115 S WEBSTER ST,KOKOMO,IN,46902,2638,1622,10486332,8632140,9379357,0,325.0,102785.0
157589,CARE ONE HOMECARE SERVICES LLC,3409 N BRIARWOOD LANE,MUNCIE,IN,47304,960,637,3754741,3481322,3830147,0,70.0,23200.0
157624,PHYSIOCARE HOME HEALTHCARE LLC,401 S EARL AVE STE 1A,LAFAYETTE,IN,47905,861,535,3463102,3226551,3453964,0,75.0,23835.0
157558,PROFESSIONAL CARE HOME HEALTH SERVICES,9008 INDIANAPOLIS BLVD,HIGHLAND,IN,46322,670,320,1777281,1791801,1927485,0,11.0,3437.0
157572,ACE PEDIATRIC &  ADULT HOME NURSING AGENCY,7026 INDIANAPOLIS BLVD,HAMMOND,IN,46324,322,77,756051,701646,755785,0,11.0,2951.0
157615,ALLIANCE HOME HEALTH CARE INC,5930 HOHMAN AVE STE 105,HAMMOND,IN,46320,642,309,1599055,1515249,1626683,0,11.0,3192.0
157646,FREEDOM HOME HEALTH OF INDIANA INC,"7215 EAST 21ST STREET, SUITE A",INDIANAPOLIS,IN,46219,199,133,444804,692735,714170,0,11.0,3781.0
157655,CARREN HEALTHCARE SERVICES INC,5246 HOHMAN AVENUE SUITE 206,HAMMOND,IN,46320,202,83,507288,428260,461119,0,11.0,3360.0
157525,AAA HOOSIER HOME HEALTH CARE SPECIALISTS INC,5241 FOUNTAIN DR STE G,CROWN POINT,IN,46307,487,115,994978,982820,1049813,0,12.0,3542.0
157581,ASSURED HOME HEALTHCARE INC,1947 HARDER CT STE B,SCHERERVILLE,IN,46375,279,104,481797,658276,708870,0,12.0,3502.0
157081,ACME HEALTH SERVICE INC,6302 N RUCKER RD STE J,INDIANAPOLIS,IN,46220,241,167,781521,913648,933113,0,13.0,5424.0
157600,ALPHA HOME HEALTH CARE INC,9222 INDIANAPOLIS BLVD UNIT A,HIGHLAND,IN,46322,482,142,1596003,1285510,1383736,0,13.0,3567.0
157612,AMERICAN CHOICE HOME HEALTH CARE,419 RIDGE RD STE J,MUNSTER,IN,46321,246,159,1028731,768211,823031,0,13.0,4636.0
157537,CHRISTIAN HOME HEALTH SERVICES,4200 W LINCOLN HWY,MERRILLVILLE,IN,46410,491,132,1241428,1343624,1446649,0,14.0,4204.0
157598,CARETENDERS,1130 W JEFFERSON STREET SUITE C,FRANKLIN,IN,46131,83,62,243135,238207,248687,0,14.0,4633.0
157604,ALL AMERICA HOMEHEALTHCARE INC,8140 CALUMET AVE,MUNSTER,IN,46321,408,134,1208552,1056803,1137959,0,14.0,4092.0
157616,ADIEL HOME HEALTH SERVICES LLC,608 W 81ST AVE,MERRILLVILLE,IN,46410,297,81,709057,703255,757128,0,14.0,3935.0
157643,PARAGON HOME HEALTH CARE INC,3310 HICKORY RD STE B-1A,MISHAWAKA,IN,46545,184,111,708396,647874,684681,0,14.0,4455.0
157436,OPTION HEALTHCARE INC,9111 BROADWAY STE L,MERRILLVILLE,IN,46410,28,16,34793,55096,58915,0,15.0,4200.0
157611,NORTHWEST HOME HEALTH CARE INC,"9011 INDIANAPOLIS BOULEVARD, SUITE B",HIGHLAND,IN,46322,517,158,1082285,1216185,1308879,0,15.0,4279.0
157548,ALLIED HOME CARE,5138 PIKE PLAZA RD,INDIANAPOLIS,IN,46254,206,107,504345,785366,805783,0,16.0,6788.0
157549,FAMILY HOME HEALTH CARE INC,2057 W GLEN PARK AVE,GRIFFITH,IN,46319,260,96,352039,633248,682083,0,16.0,2800.0
157561,ANREX HOME CARE INC,9307 CALUMET AVE STE #C-2,MUNSTER,IN,46321,275,136,1034406,824274,887662,0,16.0,5541.0
157243,HEALTH FORCE OF INDIANA,334 N ENTERPRISE DR,WARSAW,IN,46580,250,127,669700,883508,987871,0,17.0,5524.0
157649,"AMERICAN HOME HEALTHCARE SERVICES, INC",1035 WALL ST STE 104-C1,JEFFERSONVILLE,IN,47130,90,71,340966,258224,287407,0,17.0,5849.0
157631,COMFORT HOME HEALTH LLC,1815 S PLATE STREET,KOKOMO,IN,46902,341,198,1142902,1068814,1172197,0,18.0,5536.0
157542,SULLIVAN COUNTY COMMUNITY HOSPITAL HOME HEALTH,817 N SECTION ST STE A,SULLIVAN,IN,47882,167,115,391874,439664,479899,0,19.0,6519.0
157050,KOSCIUSKO HOME CARE & HOSPICE INC,1515 PROVIDENT DR STE 250,WARSAW,IN,46580,106,91,148038,254016,282768,0,20.0,6915.0
157168,AMERICARE HOME HEALTH SERVICES,1150 N MAIN STREET,FRANKLIN,IN,46131,299,201,973041,995652,1019513,0,21.0,6880.0
157240,CLINICAL HOME HEALTH CARE,610 N HALLECK,DEMOTTE,IN,46310,196,94,416406,489589,526940,0,21.0,6542.0
157510,JOHNSON MEMORIAL HOME CARE SERVICES,1101 W JEFFERSON ST STE R,FRANKLIN,IN,46131,232,183,908802,714900,744026,0,21.0,8386.0
157610,HOME HEALTH ANGELS LLC,117 N MAIN ST PO BOX 283,WINCHESTER,IN,47394,133,102,367483,370718,414310,0,21.0,6345.0
157200,ANGELS OF MERCY HOMECARE,511 E 4TH ST STE 111,HUNTINGBURG,IN,47542,270,101,720892,770109,864955,0,22.0,5852.0
157488,HEALTH AT HOME,"5455 WEST 86TH STREET, SUITE 200",INDIANAPOLIS,IN,46268,287,250,814381,930737,953877,0,23.0,8028.0
157633,HOPE HOME HEALTH CARE INC,3800 W 80TH LN,MERRILLVILLE,IN,46410,397,214,853353,1054538,1135731,0,23.0,6839.0
157061,WABASH-MIAMI HOME HEALTH CARE &  HOSPICE,400 ASH ST STE B  PO BOX 548,WABASH,IN,46992,130,108,549459,339294,378010,0,24.0,8559.0
